PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Missing,Delivery_Delay_Days,Savings_Per_Unit,Total_Savings,Defect_Rate
PO-00739,ALPHA_INC,2023-10-28,2023-11-13,MRO,DELIVERED,969,76.53,75.64,30.0,YES,False,16.0,0.8900000000000006,862.4100000000005,0.030959752321981424
PO-00740,DELTA_LOGISTICS,2022-03-12,2022-03-19,MRO,DELIVERED,241,87.42,82.15,0.0,YES,False,7.0,5.269999999999996,1270.069999999999,0.0
PO-00741,GAMMA_CO,2023-10-30,2023-11-09,RAW MATERIALS,DELIVERED,788,97.3,94.44,32.0,YES,False,10.0,2.8599999999999994,2253.6799999999994,0.04060913705583756
PO-00742,GAMMA_CO,2022-02-11,2022-02-13,OFFICE SUPPLIES,DELIVERED,1762,74.12,65.71,94.0,YES,False,2.0,8.41000000000001,14818.420000000018,0.053348467650397274
PO-00743,ALPHA_INC,2022-02-01,,RAW MATERIALS,PENDING,1172,85.76,81.43,25.0,YES,True,,4.329999999999998,5074.759999999998,0.021331058020477817
PO-00744,DELTA_LOGISTICS,2022-09-11,2022-09-30,OFFICE SUPPLIES,DELIVERED,1621,75.68,73.78,226.0,NO,False,19.0,1.9000000000000057,3079.900000000009,0.13942011104256632
PO-00745,ALPHA_INC,2022-07-24,2022-07-26,PACKAGING,DELIVERED,1027,73.35,65.42,24.0,NO,False,2.0,7.929999999999993,8144.109999999992,0.023369036027263874
PO-00746,BETA_SUPPLIES,2022-01-21,,RAW MATERIALS,DELIVERED,1058,65.68,57.21,101.0,YES,True,,8.470000000000006,8961.260000000006,0.09546313799621928
PO-00747,BETA_SUPPLIES,2023-09-29,2023-10-05,PACKAGING,DELIVERED,145,85.52,81.86,11.0,NO,False,6.0,3.6599999999999966,530.6999999999995,0.07586206896551724
PO-00748,EPSILON_GROUP,2022-06-06,,OFFICE SUPPLIES,DELIVERED,1737,24.88,24.28,46.0,YES,True,,0.5999999999999979,1042.1999999999964,0.02648244099021301
PO-00749,GAMMA_CO,2022-09-02,2022-09-15,ELECTRONICS,DELIVERED,712,92.85,89.39,43.0,YES,False,13.0,3.4599999999999937,2463.5199999999954,0.060393258426966294
PO-00750,EPSILON_GROUP,2022-05-10,2022-05-16,ELECTRONICS,DELIVERED,1263,90.24,86.84,28.0,YES,False,6.0,3.3999999999999915,4294.199999999989,0.022169437846397466
PO-00751,DELTA_LOGISTICS,2023-04-30,,ELECTRONICS,DELIVERED,1809,13.58,12.68,0.0,NO,True,,0.9000000000000004,1628.1000000000006,0.0
PO-00752,BETA_SUPPLIES,2023-11-17,,ELECTRONICS,CANCELLED,86,93.6,88.22,5.0,YES,True,,5.3799999999999955,462.6799999999996,0.05813953488372093
PO-00753,EPSILON_GROUP,2022-04-28,,MRO,DELIVERED,1853,21.92,20.72,0.0,YES,True,,1.2000000000000028,2223.6000000000054,0.0
PO-00754,BETA_SUPPLIES,2023-08-01,2023-08-02,ELECTRONICS,DELIVERED,1442,43.98,41.82,140.0,NO,False,1.0,2.1599999999999966,3114.7199999999953,0.0970873786407767
PO-00755,BETA_SUPPLIES,2022-08-12,2022-09-01,OFFICE SUPPLIES,PENDING,1768,79.61,74.97,207.0,NO,False,20.0,4.640000000000001,8203.52,0.1170814479638009
PO-00756,BETA_SUPPLIES,2023-04-22,2023-05-03,ELECTRONICS,PARTIALLY DELIVERED,1598,26.3,26.03,154.0,NO,False,11.0,0.2699999999999996,431.4599999999993,0.09637046307884856
PO-00757,ALPHA_INC,2023-12-18,2024-01-05,MRO,CANCELLED,328,93.23,82.63,6.0,YES,False,18.0,10.600000000000009,3476.800000000003,0.018292682926829267
PO-00758,EPSILON_GROUP,2022-09-20,2022-09-25,PACKAGING,DELIVERED,266,88.29,80.22,4.0,YES,False,5.0,8.070000000000007,2146.620000000002,0.015037593984962405
PO-00759,GAMMA_CO,2023-01-13,2023-01-28,RAW MATERIALS,DELIVERED,916,59.01,53.37,47.0,YES,False,15.0,5.640000000000001,5166.240000000001,0.05131004366812227
PO-00760,EPSILON_GROUP,2022-06-21,2022-06-25,PACKAGING,CANCELLED,922,10.84,9.27,29.0,YES,False,4.0,1.5700000000000003,1447.5400000000002,0.031453362255965296
PO-00761,GAMMA_CO,2023-09-13,2023-09-28,PACKAGING,DELIVERED,1871,39.42,37.41,101.0,NO,False,15.0,2.010000000000005,3760.7100000000096,0.053981827899518976
PO-00762,EPSILON_GROUP,2023-09-14,2023-09-20,RAW MATERIALS,DELIVERED,1346,72.08,67.04,38.0,YES,False,6.0,5.039999999999992,6783.839999999989,0.02823179791976226
PO-00763,EPSILON_GROUP,2022-04-28,2022-05-09,ELECTRONICS,DELIVERED,1954,99.78,87.47,57.0,YES,False,11.0,12.310000000000002,24053.740000000005,0.02917093142272262
PO-00764,BETA_SUPPLIES,2022-06-17,2022-07-06,ELECTRONICS,DELIVERED,111,68.53,65.22,11.0,YES,False,19.0,3.3100000000000023,367.41000000000025,0.0990990990990991
PO-00765,GAMMA_CO,2022-11-15,2022-11-22,OFFICE SUPPLIES,PENDING,645,35.05,30.88,27.0,YES,False,7.0,4.169999999999998,2689.6499999999987,0.04186046511627907
PO-00766,GAMMA_CO,2022-04-21,2022-05-04,ELECTRONICS,CANCELLED,1953,68.07,62.95,87.0,YES,False,13.0,5.11999999999999,9999.35999999998,0.0445468509984639
PO-00767,GAMMA_CO,2023-08-16,2023-09-02,ELECTRONICS,DELIVERED,778,64.17,61.6,47.0,YES,False,17.0,2.5700000000000003,1999.4600000000003,0.060411311053984576
PO-00768,EPSILON_GROUP,2022-01-27,2022-02-09,OFFICE SUPPLIES,DELIVERED,1415,80.19,78.34,0.0,YES,False,13.0,1.8499999999999943,2617.749999999992,0.0
PO-00769,GAMMA_CO,2022-11-16,2022-11-22,RAW MATERIALS,DELIVERED,446,20.61,19.46,14.0,YES,False,6.0,1.1499999999999986,512.8999999999994,0.03139013452914798
PO-00770,EPSILON_GROUP,2023-08-13,,OFFICE SUPPLIES,DELIVERED,748,85.95,79.16,32.0,YES,True,,6.790000000000006,5078.920000000005,0.0427807486631016
PO-00771,ALPHA_INC,2023-11-25,2023-12-03,ELECTRONICS,PENDING,1092,65.17,63.11,21.0,YES,False,8.0,2.0600000000000023,2249.5200000000023,0.019230769230769232
PO-00772,BETA_SUPPLIES,2023-01-20,2023-02-02,ELECTRONICS,DELIVERED,226,102.47,99.16,28.0,YES,False,13.0,3.3100000000000023,748.0600000000005,0.12389380530973451
PO-00773,DELTA_LOGISTICS,2023-02-11,2023-02-20,ELECTRONICS,DELIVERED,1685,43.42,42.24,262.0,YES,False,9.0,1.1799999999999997,1988.2999999999995,0.15548961424332344
PO-00774,ALPHA_INC,2022-07-23,,OFFICE SUPPLIES,DELIVERED,445,68.94,60.35,7.0,YES,True,,8.589999999999996,3822.5499999999984,0.015730337078651686
PO-00775,GAMMA_CO,2022-03-19,2022-04-07,RAW MATERIALS,DELIVERED,494,94.82,81.89,29.0,YES,False,19.0,12.929999999999993,6387.419999999996,0.058704453441295545
PO-00776,BETA_SUPPLIES,2023-08-30,2023-09-11,MRO,DELIVERED,1306,21.05,18.27,128.0,YES,False,12.0,2.780000000000001,3630.6800000000017,0.09800918836140889
PO-00777,BETA_SUPPLIES,2023-12-09,2023-12-11,OFFICE SUPPLIES,DELIVERED,1988,105.2,93.23,187.0,YES,False,2.0,11.969999999999999,23796.359999999997,0.09406438631790745
